Date       Time        Year        Longitude Latitude  swh_20hz_ku  swh_20hz_c swh_2
2011-09-23 16:53:25.38 2011.7279 27.243223 58.828972    0.094       -0.017   9999.000
2011-09-23 16:53:25.43 2011.7279 27.247103 58.827278    0.000       -0.017   9999.000
2011-09-23 16:53:25.48 2011.7279 27.250980 58.825588    0.000        0.111   9999.000
2011-09-23 16:53:25.53 2011.7279 27.254858 58.823895    0.000       -0.017   9999.000
2011-09-23 16:53:25.58 2011.7279 27.258736 58.822201    0.000        0.194   9999.000
2011-09-23 16:53:25.63 2011.7279 27.262613 58.820507    0.000        0.007   9999.000
2011-09-23 16:53:25.68 2011.7279 27.266489 58.818813    0.000       -0.015   9999.000
2011-09-23 16:53:25.73 2011.7279 27.270367 58.817120    0.000        0.046   9999.000
2011-09-23 16:53:25.79 2011.7279 27.274242 58.815426    0.038        0.021   9999.000
2011-09-23 16:53:25.84 2011.7279 27.278118 58.813732    0.000       -0.015   9999.000
2011-09-23 16:53:25.89 2011.7279 27.281994 58.812038    0.116       -0.015   9999.000
2011-09-23 16:53:25.94 2011.7279 27.285868 58.810341    0.131        0.018   9999.000
2011-09-23 16:53:25.99 2011.7279 27.289742 58.808647    0.000        0.021   9999.000
2011-09-23 16:53:26.04 2011.7279 27.293615 58.806953    0.000        0.163   9999.000
2011-09-23 16:53:26.09 2011.7279 27.297489 58.805260    0.096       -0.015   9999.000
2011-09-23 16:53:26.14 2011.7279 27.301361 58.803562    0.063        0.208   9999.000
2011-09-23 16:53:26.19 2011.7279 27.305235 58.801868    0.000       -0.015   9999.000
2011-09-23 16:53:26.24 2011.7279 27.309107 58.800175    0.049        0.140   9999.000
2011-09-23 16:53:26.30 2011.7279 27.312979 58.798477    0.165       -0.015   9999.000
2011-09-23 16:53:26.35 2011.7279 27.316851 58.796783    0.000       -0.015   9999.000
2011-09-23 16:53:26.40 2011.7279 27.320723 58.795090    0.212        0.249   9999.000
2011-09-23 16:53:26.45 2011.7279 27.324593 58.793392    0.096        0.177   9999.000
2011-09-23 16:53:26.50 2011.7279 27.328463 58.791695    0.000        0.285   9999.000
2011-09-23 16:53:26.55 2011.7279 27.332333 58.790001    0.000        0.029   9999.000
