Date       Time        Year        Longitude Latitude  swh_20hz_ku  swh_20hz_c swh_2
2011-08-15 00:59:17.94 2011.6193 27.242449 58.821457    0.000        0.065   9999.000
2011-08-15 00:59:17.99 2011.6193 27.246326 58.819763    0.030       -0.015   9999.000
2011-08-15 00:59:18.04 2011.6193 27.250202 58.818069    0.000       -0.015   9999.000
2011-08-15 00:59:18.09 2011.6193 27.254078 58.816376    0.099        0.138   9999.000
2011-08-15 00:59:18.14 2011.6193 27.257954 58.814682    0.000        0.011   9999.000
2011-08-15 00:59:18.19 2011.6193 27.261829 58.812988    0.000       -0.015   9999.000
2011-08-15 00:59:18.24 2011.6193 27.265703 58.811295    0.000       -0.015   9999.000
2011-08-15 00:59:18.29 2011.6193 27.269579 58.809601    0.108        0.349   9999.000
2011-08-15 00:59:18.35 2011.6193 27.273453 58.807907    0.095       -0.015   9999.000
2011-08-15 00:59:18.40 2011.6193 27.277327 58.806213    0.065        0.075   9999.000
2011-08-15 00:59:18.45 2011.6193 27.281200 58.804520    0.124        0.025   9999.000
2011-08-15 00:59:18.50 2011.6193 27.285072 58.802826    0.000        0.052   9999.000
2011-08-15 00:59:18.55 2011.6193 27.288946 58.801132    0.000        0.154   9999.000
2011-08-15 00:59:18.60 2011.6193 27.292818 58.799438    0.000       -0.015   9999.000
2011-08-15 00:59:18.65 2011.6193 27.296688 58.797745    0.000        0.195   9999.000
2011-08-15 00:59:18.70 2011.6193 27.300560 58.796047    0.000       -0.015   9999.000
2011-08-15 00:59:18.75 2011.6193 27.304432 58.794353    0.048        0.013   9999.000
2011-08-15 00:59:18.80 2011.6193 27.308302 58.792656    0.057        0.199   9999.000
2011-08-15 00:59:18.85 2011.6193 27.312172 58.790962    0.054       -0.015   9999.000
2011-08-15 00:59:18.91 2011.6193 27.316042 58.789268    0.122        0.087   9999.000
2011-08-15 00:59:18.96 2011.6193 27.319910 58.787571    0.000       -0.017   9999.000
2011-08-15 00:59:19.01 2011.6193 27.323780 58.785877    0.000        0.064   9999.000
2011-08-15 00:59:19.06 2011.6193 27.327648 58.784184    0.074        0.112   9999.000
2011-08-15 00:59:19.11 2011.6193 27.331516 58.782486    0.000        0.044   9999.000
2011-08-15 00:59:19.16 2011.6193 27.335384 58.780788    0.123        0.038   9999.000
2011-08-15 00:59:19.21 2011.6193 27.339252 58.779095    0.036        0.142   9999.000
2011-08-15 00:59:19.26 2011.6193 27.343119 58.777397    0.034        0.044   9999.000
2011-08-15 00:59:19.31 2011.6193 27.346987 58.775703    0.118       -0.017   9999.000
2011-08-15 00:59:19.36 2011.6193 27.350851 58.774006    0.151        0.104   9999.000
2011-08-15 00:59:19.42 2011.6193 27.354717 58.772308    0.000        0.154   9999.000
2011-08-15 00:59:19.47 2011.6193 27.358583 58.770611    0.086        0.178   9999.000
2011-08-15 00:59:19.52 2011.6193 27.362448 58.768913    0.000        0.210   9999.000
2011-08-15 00:59:19.57 2011.6193 27.366312 58.767220    0.047        0.076   9999.000
2011-08-15 00:59:19.62 2011.6193 27.370176 58.765522    0.072        0.145   9999.000
2011-08-15 00:59:19.67 2011.6193 27.374041 58.763824    0.000        0.102   9999.000
2011-08-15 00:59:19.72 2011.6193 27.377903 58.762127    0.000       -0.017   9999.000
2011-08-15 00:59:19.77 2011.6193 27.381767 58.760429    0.064       -0.017   9999.000
2011-08-15 00:59:19.82 2011.6193 27.385630 58.758732    0.000        0.096   9999.000
2011-08-15 00:59:19.87 2011.6193 27.389492 58.757034    0.000        0.020   9999.000
2011-08-15 00:59:19.93 2011.6193 27.393354 58.755337    0.000        0.472   9999.000
