Date       Time        Year        Longitude Latitude  swh_20hz_ku  swh_20hz_c swh_2
2011-08-24 22:57:50.55 2011.6465 27.241077 58.821693 9999.000        2.268   9999.000
2011-08-24 22:57:50.60 2011.6465 27.244955 58.820000 9999.000        1.735   9999.000
2011-08-24 22:57:50.65 2011.6465 27.248831 58.818306 9999.000        1.744   9999.000
2011-08-24 22:57:50.70 2011.6465 27.252708 58.816612 9999.000        2.073   9999.000
2011-08-24 22:57:50.75 2011.6465 27.256582 58.814919 9999.000        2.326   9999.000
2011-08-24 22:57:50.80 2011.6465 27.260458 58.813225 9999.000        2.324   9999.000
2011-08-24 22:57:50.85 2011.6465 27.264334 58.811531 9999.000        2.573   9999.000
2011-08-24 22:57:50.90 2011.6465 27.268208 58.809837 9999.000     9999.000   9999.000
2011-08-24 22:57:50.95 2011.6465 27.272081 58.808144 9999.000        2.967   9999.000
2011-08-24 22:57:51.01 2011.6465 27.275955 58.806450 9999.000     9999.000   9999.000
2011-08-24 22:57:51.06 2011.6465 27.279829 58.804756 9999.000        3.002   9999.000
2011-08-24 22:57:51.11 2011.6465 27.283703 58.803062 9999.000        2.361   9999.000
2011-08-24 22:57:51.16 2011.6465 27.287575 58.801369 9999.000        2.976   9999.000
2011-08-24 22:57:51.21 2011.6465 27.291447 58.799671 9999.000     9999.000   9999.000
2011-08-24 22:57:51.26 2011.6465 27.295319 58.797977   -2.921       -3.241   9999.000
2011-08-24 22:57:51.31 2011.6465 27.299191 58.796284   -2.748     9999.000   9999.000
2011-08-24 22:57:51.36 2011.6465 27.303062 58.794586   -2.652     9999.000   9999.000
2011-08-24 22:57:51.41 2011.6465 27.306932 58.792892   -2.355       -3.058   9999.000
2011-08-24 22:57:51.46 2011.6465 27.310802 58.791199   -3.008       -3.070   9999.000
2011-08-24 22:57:51.51 2011.6465 27.314672 58.789501   -2.633       -3.038   9999.000
2011-08-24 22:57:51.57 2011.6465 27.318542 58.787807   -2.722       -3.135   9999.000
2011-08-24 22:57:51.62 2011.6465 27.322411 58.786114   -3.270     9999.000   9999.000
2011-08-24 22:57:51.67 2011.6465 27.326279 58.784416 9999.000     9999.000   9999.000
2011-08-24 22:57:51.72 2011.6465 27.330149 58.782719 9999.000     9999.000   9999.000
2011-08-24 22:57:51.77 2011.6465 27.334015 58.781025 9999.000     9999.000   9999.000
2011-08-24 22:57:51.82 2011.6465 27.337883 58.779327 9999.000     9999.000   9999.000
2011-08-24 22:57:51.87 2011.6465 27.341749 58.777634 9999.000     9999.000   9999.000
2011-08-24 22:57:51.92 2011.6465 27.345615 58.775936 9999.000     9999.000   9999.000
2011-08-24 22:57:51.97 2011.6465 27.349483 58.774239 9999.000     9999.000   9999.000
2011-08-24 22:57:52.02 2011.6465 27.353350 58.772541 9999.000     9999.000   9999.000
2011-08-24 22:57:52.08 2011.6465 27.357214 58.770847 9999.000     9999.000   9999.000
2011-08-24 22:57:52.13 2011.6465 27.361078 58.769150 9999.000     9999.000   9999.000
2011-08-24 22:57:52.18 2011.6465 27.364944 58.767452 9999.000     9999.000   9999.000
2011-08-24 22:57:52.23 2011.6465 27.368809 58.765755 9999.000     9999.000   9999.000
2011-08-24 22:57:53.45 2011.6465 27.461578 58.724918 9999.000     9999.000   9999.000
2011-08-24 22:57:53.51 2011.6465 27.465431 58.723217 9999.000     9999.000   9999.000
2011-08-24 22:57:53.56 2011.6465 27.469286 58.721519 9999.000     9999.000   9999.000
2011-08-24 22:57:53.61 2011.6465 27.473139 58.719818 9999.000     9999.000   9999.000
2011-08-24 22:57:53.66 2011.6465 27.476994 58.718117 9999.000     9999.000   9999.000
2011-08-24 22:57:53.71 2011.6465 27.480844 58.716415 9999.000     9999.000   9999.000
2011-08-24 22:57:53.76 2011.6465 27.484697 58.714714 9999.000     9999.000   9999.000
2011-08-24 22:57:53.81 2011.6465 27.488548 58.713013    0.000     9999.000   9999.000
2011-08-24 22:57:53.86 2011.6465 27.492401 58.711311    0.000     9999.000   9999.000
2011-08-24 22:57:53.91 2011.6465 27.496252 58.709610 9999.000     9999.000   9999.000
