Date       Time        Year        Longitude Latitude  swh_20hz_ku  swh_20hz_c swh_2
2011-07-16 07:03:39.75 2011.5378 27.240938 58.831844    0.000       -0.026   9999.000
2011-07-16 07:03:39.80 2011.5378 27.244818 58.830154    0.000       -0.026   9999.000
2011-07-16 07:03:39.85 2011.5378 27.248695 58.828461    0.000       -0.026   9999.000
2011-07-16 07:03:39.90 2011.5378 27.252573 58.826767    0.056       -0.026   9999.000
2011-07-16 07:03:39.95 2011.5378 27.256451 58.825073    0.000       -0.026   9999.000
2011-07-16 07:03:40.00 2011.5378 27.260326 58.823380    0.034       -0.026   9999.000
2011-07-16 07:03:40.05 2011.5378 27.264204 58.821686    0.000        0.071   9999.000
2011-07-16 07:03:40.10 2011.5378 27.268080 58.819992    0.000        0.278   9999.000
2011-07-16 07:03:40.15 2011.5378 27.271955 58.818298    0.000        0.035   9999.000
2011-07-16 07:03:40.21 2011.5378 27.275831 58.816608    0.000        0.151   9999.000
2011-07-16 07:03:40.26 2011.5378 27.279705 58.814915    0.037        0.000   9999.000
2011-07-16 07:03:40.31 2011.5378 27.283581 58.813217    0.000        0.152   9999.000
2011-07-16 07:03:40.36 2011.5378 27.287455 58.811523    0.000        0.207   9999.000
2011-07-16 07:03:40.41 2011.5378 27.291328 58.809830    0.000        0.181   9999.000
2011-07-16 07:03:40.46 2011.5378 27.295202 58.808136    0.000        0.000   9999.000
2011-07-16 07:03:40.51 2011.5378 27.299074 58.806442    0.000        0.000   9999.000
2011-07-16 07:03:40.56 2011.5378 27.302948 58.804749    0.000        0.000   9999.000
2011-07-16 07:03:40.61 2011.5378 27.306820 58.803051    0.070        0.000   9999.000
2011-07-16 07:03:40.66 2011.5378 27.310692 58.801357    0.000        0.000   9999.000
2011-07-16 07:03:40.71 2011.5378 27.314564 58.799664    0.039        0.000   9999.000
2011-07-16 07:03:40.77 2011.5378 27.318434 58.797966    0.060        0.000   9999.000
2011-07-16 07:03:40.82 2011.5378 27.322306 58.796272    0.040        0.000   9999.000
2011-07-16 07:03:40.87 2011.5378 27.326176 58.794575    0.000        0.000   9999.000
2011-07-16 07:03:40.92 2011.5378 27.330046 58.792881    0.211        0.084   9999.000
2011-07-16 07:03:40.97 2011.5378 27.333914 58.791183    0.000        0.000   9999.000
2011-07-16 07:03:41.02 2011.5378 27.337784 58.789490    0.000        0.000   9999.000
2011-07-16 07:03:41.07 2011.5378 27.341652 58.787792    0.000        0.000   9999.000
2011-07-16 07:03:41.12 2011.5378 27.345520 58.786098    0.140        0.023   9999.000
2011-07-16 07:03:41.17 2011.5378 27.349388 58.784401    0.000        0.000   9999.000
2011-07-16 07:03:41.22 2011.5378 27.353256 58.782703    0.113        0.171   9999.000
